Channel_kt2440,Count_FilteredNuclei,Count_IdentifySecondaryObjects,Count_Watershed,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05CorrectIlluminationCalculate,ExecutionTime_06CorrectIlluminationApply,ExecutionTime_07Watershed,ExecutionTime_08IdentifySecondaryObjects,ExecutionTime_09TrackObjects,ExecutionTime_10MeasureObjectSizeShape,ExecutionTime_11SaveImages,FileName_kt2440,Frame_kt2440,Group_Index,Group_Number,Height_kt2440,ImageNumber,ImageSet_ImageSet,MD5Digest_kt2440,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05CorrectIlluminationCalculate,ModuleError_06CorrectIlluminationApply,ModuleError_07Watershed,ModuleError_08IdentifySecondaryObjects,ModuleError_09TrackObjects,ModuleError_10MeasureObjectSizeShape,ModuleError_11SaveImages,PathName_kt2440,ProcessingStatus,Scaling_kt2440,Series_kt2440,Threshold_FinalThreshold_IdentifySecondaryObjects,Threshold_OrigThreshold_IdentifySecondaryObjects,Threshold_SumOfEntropies_IdentifySecondaryObjects,Threshold_WeightedVariance_IdentifySecondaryObjects,TrackObjects_LostObjectCount_IdentifySecondaryObjects_50,TrackObjects_MergedObjectCount_IdentifySecondaryObjects_50,TrackObjects_NewObjectCount_IdentifySecondaryObjects_50,TrackObjects_SplitObjectCount_IdentifySecondaryObjects_50,URL_kt2440,Width_kt2440
-1,15.0,15.0,19.0,0.0,0.0,0.265625,0.0,0.046875,0.0,0.359375,0.34375,0.25,0.171875,0.03125,Pseudomonas_chamber_T011_Object Predictions.tif,0,11,1,412,11,b'eLshfXpPG02wQy/BGhgaxsM1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAevazV',9f83b0572be070cbc66f951f38ab86f4,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T011_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.253419578186367e-08,3.2534196e-08,-13.639215480041564,0.00114266726724522,0,0,3,3,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T011_Object%20Predictions.tif,375
-1,13.0,13.0,18.0,0.0,0.0,0.171875,0.0,0.0625,0.0,0.234375,0.203125,0.25,0.140625,0.015625,Pseudomonas_chamber_T012_Object Predictions.tif,0,12,1,412,12,b'eLshfXpPG02wQy/BGhgaxcM1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAfH6zW',8c71e839115f08e205dc3543edf1cf64,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T012_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.1853353732458345e-08,3.1853354e-08,-13.658256983312194,0.0011707595136077075,2,0,0,3,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T012_Object%20Predictions.tif,375
-1,13.0,13.0,19.0,0.0,0.0,0.15625,0.0,0.03125,0.0,0.140625,0.203125,0.203125,0.125,0.046875,Pseudomonas_chamber_T013_Object Predictions.tif,0,13,1,412,13,b'eLshfXpPG02wQy/BGhgax8M1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAfgazX',240ba07fb77fe357dd3ff352555bfc4d,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T013_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.163643569337182e-08,3.1636436e-08,-13.647365375236394,0.0012729370558410848,1,1,0,3,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T013_Object%20Predictions.tif,375
-1,13.0,13.0,19.0,0.0,0.0,0.140625,0.0,0.015625,0.0,0.125,0.21875,0.203125,0.125,0.015625,Pseudomonas_chamber_T014_Object Predictions.tif,0,14,1,412,14,b'eLshfXpPG02wQy/BGhiaxMM1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAf46zY',6b30a4c7e0c5aa19392f508528188a2c,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T014_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.253419578186367e-08,3.2534196e-08,-13.657712900827718,0.001348620199203351,0,0,0,3,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T014_Object%20Predictions.tif,375
-1,13.0,13.0,20.0,0.0,0.0,0.234375,0.0,0.03125,0.0,0.140625,0.234375,0.25,0.15625,0.046875,Pseudomonas_chamber_T015_Object Predictions.tif,0,15,1,412,15,b'eLshfXpPG02wQy/BGhiaxsM1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAgRazZ',480693671a115dc777ad7cb6418e3d18,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T015_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.0699478514861767e-08,3.069948e-08,-13.641929952927178,0.0014430893289233424,0,0,0,3,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T015_Object%20Predictions.tif,375
-1,14.0,14.0,20.0,0.0,0.0,0.21875,0.0,0.015625,0.0,0.125,0.21875,0.21875,0.140625,0.03125,Pseudomonas_chamber_T016_Object Predictions.tif,0,16,1,412,16,b'eLshfXpPG02wQy/BAoM1Hq4hoCg1BRKfxXolmWng4ggWFsBQBvkRVFw5o5RbIAY4MMCFFzicgQxwLAFpYNzZAQAgp6za',faff7c3c981bd72eca4b8290ae02d110,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T016_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.253419578186367e-08,3.2534196e-08,-13.656667622455835,0.0015417358009518587,0,0,0,4,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T016_Object%20Predictions.tif,375
-1,15.0,15.0,23.0,0.0,0.0,0.34375,0.0,0.015625,0.015625,0.140625,0.21875,0.203125,0.140625,0.015625,Pseudomonas_chamber_T017_Object Predictions.tif,0,17,1,412,17,b'eLshfXpPG02wQy/BGhiax8M1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAhCazb',62e690de718f57a5a7b57306a4ba8e5d,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T017_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.405764559261115e-08,3.4057646e-08,-13.664017501418918,0.0016734324933040448,0,0,0,4,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T017_Object%20Predictions.tif,375
-1,15.0,15.0,21.0,0.0,0.0,0.21875,0.0,0.015625,0.015625,0.125,0.21875,0.21875,0.140625,0.03125,Pseudomonas_chamber_T018_Object Predictions.tif,0,18,1,412,18,b'eLshfXpPG02wQy/BGhhaxMM1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAha6zc',9b25a38355e6f724764ccb3784e67eb7,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T018_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.163643569337182e-08,3.1636436e-08,-13.668471173927308,0.0017163240292135827,0,1,1,4,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T018_Object%20Predictions.tif,375
-1,18.0,18.0,25.0,0.0,0.0,0.171875,0.0,0.015625,0.0,0.15625,0.234375,0.234375,0.15625,0.03125,Pseudomonas_chamber_T019_Object Predictions.tif,0,19,1,412,19,b'eLshfXpPG02wQy/BGhhaxsM1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAhzazd',47a4d38e89fbe1b9dd2a7a7d42f7c5ce,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T019_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.422898942062602e-08,3.422899e-08,-13.66991767000652,0.0018369245348667951,0,0,0,4,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T019_Object%20Predictions.tif,375
-1,15.0,15.0,21.0,0.0,0.0,0.234375,0.0,0.015625,0.015625,0.125,0.203125,0.234375,0.140625,0.03125,Pseudomonas_chamber_T020_Object Predictions.tif,0,20,1,412,20,b'eLshfXpPG02wQy/BGhgZxMM1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAevqzV',fe193481040d53ba25ed110888bef277,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T020_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.405764559261115e-08,3.4057646e-08,-13.680134754027726,0.0020063907306640256,0,3,0,4,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T020_Object%20Predictions.tif,375
-1,22.0,22.0,29.0,0.0,0.0,0.15625,0.0,0.015625,0.0,0.125,0.21875,0.25,0.171875,0.03125,Pseudomonas_chamber_T021_Object Predictions.tif,0,21,1,412,21,b'eLshfXpPG02wQy/BGhgZxsM1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAfIKzW',75007a97a2728d43922272abd622e944,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T021_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.405764559261115e-08,3.4057646e-08,-13.68040256332888,0.0021430916671714073,0,0,1,6,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T021_Object%20Predictions.tif,375
-1,25.0,25.0,33.0,0.0,0.0,0.1875,0.0,0.0625,0.0,0.15625,0.203125,0.234375,0.171875,0.03125,Pseudomonas_chamber_T022_Object Predictions.tif,0,22,1,412,22,b'eLshfXpPG02wQy/BGhgZxcM1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAfgqzX',c75731ab05696287b153d603628795b5,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T022_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.1853353732458345e-08,3.1853354e-08,-13.670022074587438,0.002295562282404305,1,0,0,8,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T022_Object%20Predictions.tif,375
-1,29.0,29.0,37.0,0.0,0.0,0.140625,0.0,0.03125,0.0,0.140625,0.25,0.25,0.1875,0.03125,Pseudomonas_chamber_T023_Object Predictions.tif,0,23,1,412,23,b'eLshfXpPG02wQy/BGhgZx8M1BBSlpkDis1ivJDMNXBzBwgIYyiA/goorZ5RyC8QABwa48AKHM5ABjiUgDYw7OwAf5KzY',83726c68df4ce0c20976176c12b33ae8,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T023_Object%20Predictions.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\Pseudomonas_chamber\2. Ilastik Output\3. Object Classification,Done,255,0,3.1853353732458345e-08,3.1853354e-08,-13.668563694385126,0.0024982577055014245,0,0,3,9,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/Pseudomonas_chamber/2.%20Ilastik%20Output/3.%20Object%20Classification/Pseudomonas_chamber_T023_Object%20Predictions.tif,375
